"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Impressões,"Custo por resultados","Valor usado (BRL)",Término,Frequência,"CPC (todos) (BRL)","CTR (todos)","CPM (custo por 1.000 impressões) (BRL)"
2024-07-01,2024-07-31,"01 - [CAP] [DIRECT]",inactive,"Usando o orçamento do conjunto de anúncios",0,"Clique de 7 dias ou visualização de 1 dia",67,actions:onsite_conversion.messaging_conversation_started_7d,12767,49986,22.20179104,1487.52,Contínuo,3.91525,2.586991,1.150322,29.758732
