"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Impressões,"Custo por resultados","Valor usado (BRL)",Término,Frequência,"CPC (todos) (BRL)","CTR (todos)","CPM (custo por 1.000 impressões) (BRL)"
2024-08-01,2024-08-31,"01 - [CAP] [ABO] [WHATS]",active,"Usando o orçamento do conjunto de anúncios",0,"Clique de 7 dias ou visualização de 1 dia",87,actions:onsite_conversion.messaging_conversation_started_7d,9793,34219,17.67,1537.29,Contínuo,3.494231,2.357807,1.905374,44.925042
