"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Impressões,"Custo por resultados","Valor usado (BRL)",Término,Frequência,"CPC (todos) (BRL)","CTR (todos)","CPM (custo por 1.000 impressões) (BRL)"
2024-09-01,2024-09-30,"01 - [CAP] [ABO] [WHATS]",active,"Usando o orçamento do conjunto de anúncios",0,"Clique de 7 dias ou visualização de 1 dia",71,actions:onsite_conversion.messaging_conversation_started_7d,8639,29422,21.38816901,1518.56,Contínuo,3.405718,2.518342,2.049487,51.613079
